7.3, 2866, 3, RS, III
449, 3718, 4, RS, III
449, 3727, 4, RS, III
449.1, 2646, 3, FS, V
449.1, 3185, 4, RS, VI
449.1, 3343, 4, RS, V
449.1, 3626, 4, RS, III
449.2, 3353, 4, RS, V
449.2, 3385, 4, RS, V
449.2, 3395, 4, FS, V
449.2, 3472, 4, IB, V
449.2, 3559, 4, FS, IV
449.3, 3022, 3, FS, III
449.3, 3800, 4, LTS, III
449.4, 2662, 3, FS, V
449.4, 2667, 3, FS, V
449.4, 3560, 4, FS, IV
449.4, 3589, 4, LTS, IV
449.4, 3803, 4, LTS, III
449.5, 3014, 3, FS, III
449.5, 3458, 4, IB, V
449.6, 3705, 4, RS, III
449.7, 2656, 3, FS, V
449.7, 3733, 4, RS, III
449.7, 3778, 4, FS, III
449.8, 3033, 3, FS, III
449.8, 3595, 4, RS, III
449.8, 3637, 4, RS, III
449.9, 2640, 3, FS, V
449.9, 3616, 4, RS, III
450, 3721, 4, RS, III
450.1, 1142, 1, FS, V
450.1, 2653, 3, FS, V
450.1, 2655, 3, FS, V
450.1, 2982, 3, RS, III
450.2, 470, 0, RS, IV
450.2, 2654, 3, FS, V
450.2, 3335, 4, RS, V
450.2, 3387, 4, RS, V
450.2, 3462, 4, IB, V
450.2, 3711, 4, RS, III
450.3, 3125, 4, RS, VI
450.3, 3728, 4, RS, III
450.4, 1875, 2, FS, V
450.4, 1906, 2, FS, V
450.4, 3352, 4, RS, V
450.4, 3473, 4, IB, V
450.5, 2619, 3, RS, V
450.5, 3364, 4, RS, V
450.6, 3384, 4, RS, V
450.6, 3571, 4, FS, IV
450.6, 3615, 4, RS, III
450.7, 1884, 2, FS, V
450.7, 2559, 3, RS, V
450.7, 2664, 3, FS, V
450.7, 3450, 4, IB, V
450.8, 609, 0, RS, III
450.9, 3030, 3, FS, III
450.9, 3328, 4, RS, V
450.9, 3680, 4, RS, III
451, 3699, 4, RS, III
451.1, 3338, 4, RS, V
451.2, 536, 0, LTS, IV
451.3, 3456, 4, IB, V
451.4, 2635, 3, FS, V
451.4, 3471, 4, IB, V
451.5, 2695, 3, IB, V
451.5, 3375, 4, RS, V
451.6, 3466, 4, IB, V
451.6, 3688, 4, RS, III
451.7, 2636, 3, FS, V
451.7, 3041, 3, LTS, III
451.7, 3756, 4, RS, III
451.8, 2710, 3, IB, V
451.8, 3004, 3, FS, III
451.8, 3334, 4, RS, V
451.8, 3449, 4, IB, V
451.8, 3463, 4, IB, V
451.8, 3692, 4, RS, III
451.9, 2651, 3, FS, V
451.9, 3457, 4, IB, V
452, 3460, 4, IB, V
452, 3474, 4, IB, V
452.1, 166, 0, RS, VI
452.1, 1276, 1, FS, IV
452.1, 3318, 4, RS, V
452.2, 1881, 2, FS, V
452.2, 3002, 3, FS, III
452.2, 3455, 4, IB, V
452.2, 3574, 4, LTS, IV
452.2, 3575, 4, LTS, IV
452.2, 3612, 4, RS, III
452.3, 2839, 3, RS, III
452.3, 3362, 4, RS, V
452.4, 2241, 2, FS, III
452.4, 3659, 4, RS, III
452.5, 1279, 1, FS, IV
452.5, 1886, 2, FS, V
452.5, 3644, 4, RS, III
452.6, 505, 0, FS, IV
452.6, 1203, 1, RS, IV
452.6, 2645, 3, FS, V
452.6, 3104, 4, RS, VI
452.6, 3393, 4, FS, V
452.6, 3585, 4, LTS, IV
452.7, 3401, 4, FS, V
452.7, 3465, 4, IB, V
452.7, 3467, 4, IB, V
452.8, 3422, 4, FS, V
452.8, 3739, 4, RS, III
452.9, 2647, 3, FS, V
452.9, 2652, 3, FS, V
452.9, 2661, 3, FS, V
452.9, 3458, 4, IB, V
453, 3464, 4, IB, V
453, 3652, 4, RS, III
453.1, 3009, 3, FS, III
453.1, 3326, 4, RS, V
453.1, 3551, 4, FS, IV
453.2, 1882, 2, FS, V
453.2, 3015, 3, FS, III
453.2, 3360, 4, RS, V
453.2, 3596, 4, RS, III
453.3, 3214, 4, RS, VI
453.3, 3332, 4, RS, V
453.3, 3453, 4, IB, V
453.3, 3694, 4, RS, III
453.4, 3319, 4, RS, V
453.5, 2263, 2, FS, III
453.5, 2702, 3, IB, V
453.5, 3191, 4, RS, VI
453.5, 3459, 4, IB, V
453.6, 1624, 2, RS, VI
453.6, 3327, 4, RS, V
453.6, 3428, 4, FS, V
453.6, 3640, 4, RS, III
453.7, 1892, 2, FS, V
453.8, 3473, 4, IB, V
453.8, 3765, 4, FS, III
453.9, 3374, 4, RS, V
453.9, 3376, 4, RS, V
453.9, 3462, 4, IB, V
453.9, 3469, 4, IB, V
454, 3111, 4, RS, VI
454, 3337, 4, RS, V
454, 3390, 4, RS, V
454, 3405, 4, FS, V
454.1, 95, 0, RS, VI
454.1, 1888, 2, FS, V
454.1, 3017, 3, FS, III
454.1, 3378, 4, RS, V
454.1, 3398, 4, FS, V
454.1, 3450, 4, IB, V
454.2, 2276, 2, LTS, III
454.2, 3317, 4, RS, V
454.2, 3371, 4, RS, V
454.3, 3316, 4, RS, V
454.3, 3359, 4, RS, V
454.3, 3366, 4, RS, V
454.3, 3426, 4, FS, V
454.3, 3461, 4, IB, V
454.4, 404, 0, LTS, V
454.4, 2422, 3, RS, VI
454.4, 3399, 4, FS, V
454.4, 3425, 4, FS, V
454.5, 3354, 4, RS, V
454.5, 3629, 4, RS, III
454.5, 3726, 4, RS, III
454.6, 3324, 4, RS, V
454.6, 3358, 4, RS, V
454.6, 3373, 4, RS, V
454.6, 3413, 4, FS, V
454.6, 3475, 4, IB, V
454.6, 3618, 4, RS, III
454.7, 1306, 1, LTS, IV
454.7, 2267, 2, FS, III
454.7, 3023, 3, FS, III
454.7, 3454, 4, IB, V
454.7, 3456, 4, IB, V
454.8, 3344, 4, RS, V
454.8, 3347, 4, RS, V
454.8, 3427, 4, FS, V
454.8, 3452, 4, IB, V
454.8, 3471, 4, IB, V
454.8, 3712, 4, RS, III
454.9, 2262, 2, FS, III
454.9, 3468, 4, IB, V
455, 2280, 2, LTS, III
455, 3361, 4, RS, V
455, 3420, 4, FS, V
455, 3466, 4, IB, V
455, 3657, 4, RS, III
455, 3664, 4, RS, III
455.1, 219, 0, RS, VI
455.1, 3350, 4, RS, V
455.1, 3406, 4, FS, V
455.1, 3409, 4, FS, V
455.1, 3414, 4, FS, V
455.1, 3424, 4, FS, V
455.2, 1244, 1, RS, IV
455.2, 3346, 4, RS, V
455.2, 3402, 4, FS, V
455.2, 3418, 4, FS, V
455.2, 3449, 4, IB, V
455.2, 3693, 4, RS, III
455.2, 3746, 4, RS, III
455.2, 3780, 4, FS, III
455.3, 3329, 4, RS, V
455.3, 3381, 4, RS, V
455.3, 3645, 4, RS, III
455.4, 3343, 4, RS, V
455.4, 3377, 4, RS, V
455.4, 3417, 4, FS, V
455.4, 3460, 4, IB, V
455.4, 3474, 4, IB, V
455.5, 402, 0, LTS, V
455.5, 1791, 2, LTS, VI
455.5, 3353, 4, RS, V
455.5, 3393, 4, FS, V
455.5, 3397, 4, FS, V
455.5, 3669, 4, RS, III
455.5, 3704, 4, RS, III
455.6, 1941, 2, IB, V
455.6, 3167, 4, RS, VI
455.6, 3394, 4, FS, V
455.6, 3401, 4, FS, V
455.6, 3455, 4, IB, V
455.7, 1904, 2, FS, V
455.7, 3386, 4, RS, V
455.7, 3403, 4, FS, V
455.7, 3416, 4, FS, V
455.7, 3422, 4, FS, V
455.7, 3463, 4, IB, V
455.8, 1632, 2, RS, VI
455.8, 3395, 4, FS, V
455.8, 3404, 4, FS, V
455.8, 3407, 4, FS, V
455.8, 3415, 4, FS, V
455.8, 3656, 4, RS, III
455.9, 419, 0, IB, V
455.9, 3410, 4, FS, V
455.9, 3429, 4, FS, V
455.9, 3623, 4, RS, III
456, 2279, 2, LTS, III
456, 3001, 3, FS, III
456, 3400, 4, FS, V
456, 3412, 4, FS, V
456, 3423, 4, FS, V
456.1, 3368, 4, RS, V
456.1, 3411, 4, FS, V
456.1, 3465, 4, IB, V
456.1, 3467, 4, IB, V
456.2, 2823, 3, LTS, IV
456.2, 3355, 4, RS, V
456.2, 3470, 4, IB, V
456.2, 3472, 4, IB, V
456.2, 3665, 4, RS, III
456.3, 1891, 2, FS, V
456.3, 1896, 2, FS, V
456.3, 2246, 2, FS, III
456.3, 3408, 4, FS, V
456.3, 3458, 4, IB, V
456.3, 3719, 4, RS, III
456.4, 3333, 4, RS, V
456.4, 3339, 4, RS, V
456.4, 3356, 4, RS, V
456.4, 3419, 4, FS, V
456.5, 3428, 4, FS, V
456.6, 3201, 4, RS, VI
456.6, 3341, 4, RS, V
456.6, 3379, 4, RS, V
456.6, 3421, 4, FS, V
456.7, 3180, 4, RS, VI
456.7, 3227, 4, RS, VI
456.7, 3396, 4, FS, V
456.7, 3453, 4, IB, V
456.7, 3666, 4, RS, III
456.8, 1903, 2, FS, V
456.9, 3320, 4, RS, V
456.9, 3322, 4, RS, V
456.9, 3369, 4, RS, V
456.9, 3405, 4, FS, V
456.9, 3459, 4, IB, V
457, 3026, 3, FS, III
457, 3398, 4, FS, V
457.1, 511, 0, FS, IV
457.1, 2633, 3, FS, V
457.1, 3003, 3, FS, III
457.1, 3240, 4, RS, VI
457.1, 3330, 4, RS, V
457.1, 3389, 4, RS, V
457.2, 3328, 4, RS, V
457.2, 3340, 4, RS, V
457.2, 3426, 4, FS, V
457.2, 3750, 4, RS, III
457.3, 2271, 2, FS, III
457.3, 3387, 4, RS, V
457.3, 3399, 4, FS, V
457.3, 3425, 4, FS, V
457.3, 3462, 4, IB, V
457.3, 3469, 4, IB, V
457.3, 3734, 4, RS, III
457.4, 2643, 3, FS, V
457.4, 2648, 3, FS, V
457.4, 3323, 4, RS, V
457.4, 3352, 4, RS, V
457.4, 3384, 4, RS, V
457.4, 3451, 4, IB, V
457.5, 3413, 4, FS, V
457.5, 3450, 4, IB, V
457.6, 3365, 4, RS, V
457.6, 3695, 4, RS, III
457.7, 2656, 3, FS, V
457.7, 3427, 4, FS, V
457.7, 3461, 4, IB, V
457.7, 3762, 4, FS, III
457.7, 3779, 4, FS, III
457.7, 3794, 4, FS, III
457.8, 469, 0, RS, IV
457.8, 1879, 2, FS, V
457.8, 3313, 4, LTS, VI
457.8, 3375, 4, RS, V
457.8, 3582, 4, LTS, IV
457.8, 3741, 4, RS, III
457.8, 3783, 4, FS, III
457.9, 2339, 3, RS, VI
457.9, 2640, 3, FS, V
457.9, 2652, 3, FS, V
457.9, 3420, 4, FS, V
457.9, 3792, 4, FS, III
458, 2821, 3, LTS, IV
458, 3406, 4, FS, V
458, 3409, 4, FS, V
458, 3414, 4, FS, V
458, 3424, 4, FS, V
458, 3475, 4, IB, V
458, 3777, 4, FS, III
458.1, 2653, 3, FS, V
458.1, 3334, 4, RS, V
458.1, 3363, 4, RS, V
458.1, 3402, 4, FS, V
458.1, 3418, 4, FS, V
458.1, 3454, 4, IB, V
458.1, 3456, 4, IB, V
458.1, 3676, 4, RS, III
458.2, 2660, 3, FS, V
458.2, 3452, 4, IB, V
458.2, 3471, 4, IB, V
458.2, 3473, 4, IB, V
458.2, 3765, 4, FS, III
458.2, 3789, 4, FS, III
458.3, 3417, 4, FS, V
458.3, 3753, 4, RS, III
458.3, 3767, 4, FS, III
458.3, 3782, 4, FS, III
458.4, 1271, 1, FS, IV
458.4, 3318, 4, RS, V
458.4, 3393, 4, FS, V
458.4, 3397, 4, FS, V
458.4, 3466, 4, IB, V
458.5, 2634, 3, FS, V
458.5, 3394, 4, FS, V
458.5, 3401, 4, FS, V
458.5, 3654, 4, RS, III
458.5, 3769, 4, FS, III
458.6, 391, 0, LTS, V
458.6, 2666, 3, FS, V
458.6, 2880, 3, RS, III
458.6, 3370, 4, RS, V
458.6, 3403, 4, FS, V
458.6, 3416, 4, FS, V
458.6, 3422, 4, FS, V
458.6, 3468, 4, IB, V
458.6, 3674, 4, RS, III
458.6, 3710, 4, RS, III
458.6, 3773, 4, FS, III
458.7, 2645, 3, FS, V
458.7, 3357, 4, RS, V
458.7, 3395, 4, FS, V
458.7, 3404, 4, FS, V
458.7, 3407, 4, FS, V
458.7, 3415, 4, FS, V
458.7, 3768, 4, FS, III
458.7, 3778, 4, FS, III
458.8, 2657, 3, FS, V
458.8, 2658, 3, FS, V
458.8, 2663, 3, FS, V
458.8, 3410, 4, FS, V
458.8, 3429, 4, FS, V
458.8, 3460, 4, IB, V
458.8, 3474, 4, IB, V
458.8, 3617, 4, RS, III
458.9, 2646, 3, FS, V
458.9, 2664, 3, FS, V
458.9, 3073, 4, RS, VI
458.9, 3400, 4, FS, V
458.9, 3412, 4, FS, V
458.9, 3423, 4, FS, V
458.9, 3784, 4, FS, III
458.9, 3793, 4, FS, III
459, 1883, 2, FS, V
459, 3163, 4, RS, VI
459, 3237, 4, RS, VI
459, 3411, 4, FS, V
459, 3455, 4, IB, V
459, 3785, 4, FS, III
459.2, 2651, 3, FS, V
459.2, 3310, 4, LTS, VI
459.2, 3408, 4, FS, V
459.2, 3583, 4, LTS, IV
459.2, 3764, 4, FS, III
459.3, 2638, 3, FS, V
459.3, 2647, 3, FS, V
459.3, 2650, 3, FS, V
459.3, 3419, 4, FS, V
459.3, 3464, 4, IB, V
459.3, 3772, 4, FS, III
459.4, 520, 0, FS, IV
459.4, 3428, 4, FS, V
459.4, 3770, 4, FS, III
459.4, 3780, 4, FS, III
459.5, 541, 0, LTS, IV
459.5, 2662, 3, FS, V
459.5, 3421, 4, FS, V
459.5, 3467, 4, IB, V
459.5, 3587, 4, LTS, IV
459.5, 3763, 4, FS, III
459.5, 3802, 4, LTS, III
459.6, 2635, 3, FS, V
459.6, 2668, 3, FS, V
459.6, 3396, 4, FS, V
459.6, 3470, 4, IB, V
459.6, 3588, 4, LTS, IV
459.6, 3791, 4, FS, III
459.7, 2639, 3, FS, V
459.7, 2865, 3, RS, III
459.7, 3319, 4, RS, V
459.7, 3458, 4, IB, V
459.7, 3766, 4, FS, III
459.8, 2637, 3, FS, V
459.8, 2641, 3, FS, V
459.8, 3405, 4, FS, V
459.9, 3388, 4, RS, V
459.9, 3398, 4, FS, V
459.9, 3771, 4, FS, III
459.9, 3776, 4, FS, III
460, 2633, 3, FS, V
460, 2636, 3, FS, V
460, 2642, 3, FS, V
460, 3065, 4, RS, VI
460, 3360, 4, RS, V
460, 3382, 4, RS, V
460, 3472, 4, IB, V
460, 3687, 4, RS, III
460, 3799, 4, LTS, III
460.1, 2632, 3, FS, V
460.1, 2661, 3, FS, V
460.1, 3426, 4, FS, V
460.1, 3453, 4, IB, V
460.2, 3374, 4, RS, V
460.2, 3376, 4, RS, V
460.2, 3399, 4, FS, V
460.2, 3425, 4, FS, V
460.2, 3653, 4, RS, III
460.2, 3675, 4, RS, III
460.3, 2643, 3, FS, V
460.3, 2648, 3, FS, V
460.3, 3337, 4, RS, V
460.3, 3390, 4, RS, V
460.3, 3391, 4, RS, V
460.3, 3459, 4, IB, V
460.3, 3803, 4, LTS, III
460.4, 3378, 4, RS, V
460.4, 3413, 4, FS, V
460.4, 3586, 4, LTS, IV
460.4, 3781, 4, FS, III
460.5, 758, 0, LTS, III
460.5, 2665, 3, FS, V
460.5, 3044, 4, RS, VI
460.5, 3327, 4, RS, V
460.5, 3371, 4, RS, V
460.5, 3775, 4, FS, III
460.6, 2656, 3, FS, V
460.6, 2667, 3, FS, V
460.6, 3168, 4, RS, VI
460.6, 3269, 4, RS, VI
460.6, 3316, 4, RS, V
460.6, 3359, 4, RS, V
460.6, 3366, 4, RS, V
460.6, 3427, 4, FS, V
460.6, 3711, 4, RS, III
460.6, 3762, 4, FS, III
460.6, 3774, 4, FS, III
460.6, 3794, 4, FS, III
460.7, 462, 0, RS, IV
460.7, 2655, 3, FS, V
460.7, 3469, 4, IB, V
460.7, 3613, 4, RS, III
460.7, 3790, 4, FS, III
460.8, 2640, 3, FS, V
460.8, 2652, 3, FS, V
460.8, 2654, 3, FS, V
460.8, 3199, 4, RS, VI
460.8, 3354, 4, RS, V
460.8, 3383, 4, RS, V
460.8, 3420, 4, FS, V
460.8, 3626, 4, RS, III
460.8, 3686, 4, RS, III
460.8, 3786, 4, FS, III
460.8, 3787, 4, FS, III
460.8, 3792, 4, FS, III
460.8, 3800, 4, LTS, III
460.9, 1875, 2, FS, V
460.9, 3127, 4, RS, VI
460.9, 3351, 4, RS, V
460.9, 3373, 4, RS, V
460.9, 3406, 4, FS, V
460.9, 3409, 4, FS, V
460.9, 3414, 4, FS, V
460.9, 3424, 4, FS, V
460.9, 3450, 4, IB, V
460.9, 3627, 4, RS, III
460.9, 3777, 4, FS, III
461, 2653, 3, FS, V
461, 3358, 4, RS, V
461, 3402, 4, FS, V
461, 3418, 4, FS, V
461, 3724, 4, RS, III
461, 3744, 4, RS, III
461.1, 2644, 3, FS, V
461.1, 3344, 4, RS, V
461.1, 3461, 4, IB, V
461.1, 3556, 4, FS, IV
461.1, 3577, 4, LTS, IV
461.1, 3662, 4, RS, III
461.1, 3706, 4, RS, III
461.1, 3732, 4, RS, III
461.1, 3765, 4, FS, III
461.1, 3783, 4, FS, III
461.2, 3417, 4, FS, V
461.2, 3573, 4, LTS, IV
461.2, 3767, 4, FS, III
461.3, 3153, 4, RS, VI
461.3, 3393, 4, FS, V
461.3, 3397, 4, FS, V
461.3, 3779, 4, FS, III
461.3, 3804, 4, LTS, III
461.4, 2550, 3, LTS, VI
461.4, 2634, 3, FS, V
461.4, 3394, 4, FS, V
461.4, 3401, 4, FS, V
461.4, 3465, 4, IB, V
461.4, 3475, 4, IB, V
461.4, 3647, 4, RS, III
461.4, 3659, 4, RS, III
461.4, 3796, 4, LTS, III
461.4, 3797, 4, LTS, III
461.5, 2666, 3, FS, V
461.5, 3094, 4, RS, VI
461.5, 3346, 4, RS, V
461.5, 3403, 4, FS, V
461.5, 3416, 4, FS, V
461.5, 3422, 4, FS, V
461.5, 3454, 4, IB, V
461.5, 3585, 4, LTS, IV
461.5, 3597, 4, RS, III
461.5, 3757, 4, RS, III
461.5, 3773, 4, FS, III
461.5, 3782, 4, FS, III
461.6, 2645, 3, FS, V
461.6, 3211, 4, RS, VI
461.6, 3329, 4, RS, V
461.6, 3395, 4, FS, V
461.6, 3404, 4, FS, V
461.6, 3407, 4, FS, V
461.6, 3415, 4, FS, V
461.6, 3451, 4, IB, V
461.6, 3473, 4, IB, V
461.6, 3558, 4, FS, IV
461.6, 3768, 4, FS, III
461.6, 3778, 4, FS, III
461.7, 1873, 2, FS, V
461.7, 2657, 3, FS, V
461.7, 2658, 3, FS, V
461.7, 2660, 3, FS, V
461.7, 2663, 3, FS, V
461.7, 3114, 4, RS, VI
461.7, 3342, 4, RS, V
461.7, 3343, 4, RS, V
461.7, 3429, 4, FS, V
461.7, 3572, 4, FS, IV
461.7, 3575, 4, LTS, IV
461.7, 3788, 4, FS, III
461.8, 2646, 3, FS, V
461.8, 2649, 3, FS, V
461.8, 2664, 3, FS, V
461.8, 3400, 4, FS, V
461.8, 3412, 4, FS, V
461.8, 3423, 4, FS, V
461.8, 3466, 4, IB, V
461.8, 3574, 4, LTS, IV
461.9, 2659, 3, FS, V
461.9, 3338, 4, RS, V
461.9, 3411, 4, FS, V
461.9, 3590, 4, RS, III
461.9, 3701, 4, RS, III
461.9, 3769, 4, FS, III
462, 3215, 4, RS, VI
462, 3216, 4, RS, VI
462, 3581, 4, LTS, IV
462, 3612, 4, RS, III
462, 3760, 4, RS, III
462.1, 2651, 3, FS, V
462.1, 3408, 4, FS, V
462.1, 3410, 4, FS, V
462.1, 3793, 4, FS, III
462.2, 2278, 2, LTS, III
462.2, 2638, 3, FS, V
462.2, 2650, 3, FS, V
462.2, 3419, 4, FS, V
462.2, 3460, 4, IB, V
462.2, 3474, 4, IB, V
462.3, 3353, 4, RS, V
462.3, 3428, 4, FS, V
462.3, 3576, 4, LTS, IV
462.3, 3717, 4, RS, III
462.3, 3764, 4, FS, III
462.3, 3780, 4, FS, III
462.4, 2662, 3, FS, V
462.4, 3455, 4, IB, V
462.4, 3462, 4, IB, V
462.5, 7, 0, RS, VI
462.5, 2668, 3, FS, V
462.5, 3055, 4, RS, VI
462.5, 3213, 4, RS, VI
462.5, 3266, 4, RS, VI
462.5, 3396, 4, FS, V
462.5, 3645, 4, RS, III
462.5, 3665, 4, RS, III
462.5, 3784, 4, FS, III
462.6, 3084, 4, RS, VI
462.6, 3582, 4, LTS, IV
462.6, 3660, 4, RS, III
462.6, 3719, 4, RS, III
462.7, 2637, 3, FS, V
462.7, 2641, 3, FS, V
462.7, 3154, 4, RS, VI
462.7, 3333, 4, RS, V
462.7, 3362, 4, RS, V
462.7, 3405, 4, FS, V
462.7, 3604, 4, RS, III
462.8, 3184, 4, RS, VI
462.8, 3398, 4, FS, V
462.8, 3421, 4, FS, V
462.8, 3580, 4, LTS, IV
462.9, 3467, 4, IB, V
463, 268, 0, LTS, VI
463, 1899, 2, FS, V
463, 3426, 4, FS, V
463, 3563, 4, FS, IV
463, 3589, 4, LTS, IV
463, 3666, 4, RS, III
463.1, 3075, 4, RS, VI
463.1, 3210, 4, RS, VI
463.1, 3217, 4, RS, VI
463.1, 3399, 4, FS, V
463.1, 3425, 4, FS, V
463.2, 1886, 2, FS, V
463.2, 2643, 3, FS, V
463.2, 2648, 3, FS, V
463.2, 2820, 3, LTS, IV
463.2, 3555, 4, FS, IV
463.3, 3413, 4, FS, V
463.3, 3554, 4, FS, IV
463.3, 3584, 4, LTS, IV
463.3, 3602, 4, RS, III
463.4, 2635, 3, FS, V
463.4, 3341, 4, RS, V
463.5, 542, 0, LTS, IV
463.5, 3340, 4, RS, V
463.5, 3427, 4, FS, V
463.6, 1879, 2, FS, V
463.6, 3241, 4, RS, VI
463.6, 3457, 4, IB, V
463.6, 3458, 4, IB, V
463.7, 881, 1, RS, VI
463.7, 2640, 3, FS, V
463.7, 2652, 3, FS, V
463.7, 2656, 3, FS, V
463.7, 3056, 4, RS, VI
463.7, 3099, 4, RS, VI
463.7, 3420, 4, FS, V
463.7, 3459, 4, IB, V
463.7, 3559, 4, FS, IV
463.7, 3731, 4, RS, III
463.8, 1872, 2, FS, V
463.8, 1893, 2, FS, V
463.8, 3406, 4, FS, V
463.8, 3409, 4, FS, V
463.8, 3414, 4, FS, V
463.8, 3578, 4, LTS, IV
463.9, 1294, 1, LTS, IV
463.9, 3079, 4, RS, VI
463.9, 3157, 4, RS, VI
463.9, 3418, 4, FS, V
463.9, 3695, 4, RS, III
464, 1300, 1, LTS, IV
464, 3392, 4, RS, V
464, 3583, 4, LTS, IV
464.1, 181, 0, RS, VI
464.1, 1875, 2, FS, V
464.1, 3062, 4, RS, VI
464.1, 3102, 4, RS, VI
464.1, 3233, 4, RS, VI
464.1, 3417, 4, FS, V
464.2, 3126, 4, RS, VI
464.2, 3260, 4, RS, VI
464.2, 3393, 4, FS, V
464.2, 3397, 4, FS, V
464.2, 3579, 4, LTS, IV
464.2, 3632, 4, RS, III
464.3, 3394, 4, FS, V
464.3, 3401, 4, FS, V
464.3, 3450, 4, IB, V
464.3, 3552, 4, FS, IV
464.3, 3802, 4, LTS, III
464.4, 3334, 4, RS, V
464.4, 3416, 4, FS, V
464.4, 3422, 4, FS, V
464.5, 3356, 4, RS, V
464.5, 3395, 4, FS, V
464.5, 3402, 4, FS, V
464.5, 3404, 4, FS, V
464.5, 3415, 4, FS, V
464.6, 2413, 3, RS, VI
464.6, 3160, 4, RS, VI
464.6, 3461, 4, IB, V
464.6, 3599, 4, RS, III
464.7, 757, 0, LTS, III
464.7, 1516, 1, LTS, III
464.7, 2653, 3, FS, V
464.7, 2661, 3, FS, V
464.7, 3318, 4, RS, V
464.7, 3412, 4, FS, V
464.7, 3423, 4, FS, V
464.7, 3429, 4, FS, V
464.8, 1884, 2, FS, V
464.8, 3349, 4, RS, V
464.9, 2647, 3, FS, V
464.9, 3386, 4, RS, V
464.9, 3569, 4, FS, IV
464.9, 3710, 4, RS, III
465, 3101, 4, RS, VI
465, 3162, 4, RS, VI
465, 3407, 4, FS, V
465.1, 2642, 3, FS, V
465.1, 3332, 4, RS, V
465.1, 3411, 4, FS, V
465.1, 3419, 4, FS, V
465.2, 3400, 4, FS, V
465.2, 3403, 4, FS, V
465.2, 3428, 4, FS, V
465.2, 3466, 4, IB, V
465.2, 3591, 4, RS, III
465.3, 3271, 4, RS, VI
465.3, 3410, 4, FS, V
465.4, 3396, 4, FS, V
465.4, 3449, 4, IB, V
465.4, 3586, 4, LTS, IV
465.4, 3699, 4, RS, III
465.5, 3325, 4, RS, V
465.5, 3335, 4, RS, V
465.5, 3475, 4, IB, V
465.6, 2663, 3, FS, V
465.6, 3474, 4, IB, V
465.7, 3398, 4, FS, V
465.7, 3587, 4, LTS, IV
465.8, 1888, 2, FS, V
465.8, 1894, 2, FS, V
465.8, 2700, 3, IB, V
465.8, 3155, 4, RS, VI
465.8, 3465, 4, IB, V
465.8, 3704, 4, RS, III
465.9, 2658, 3, FS, V
465.9, 3426, 4, FS, V
466, 2633, 3, FS, V
466, 3399, 4, FS, V
466.2, 1907, 2, FS, V
466.2, 3120, 4, RS, VI
466.2, 3577, 4, LTS, IV
466.2, 3588, 4, LTS, IV
466.3, 3467, 4, IB, V
466.3, 3799, 4, LTS, III
466.4, 543, 0, LTS, IV
466.4, 3413, 4, FS, V
466.4, 3427, 4, FS, V
466.4, 3740, 4, RS, III
466.4, 3747, 4, RS, III
466.5, 2632, 3, FS, V
466.5, 3575, 4, LTS, IV
466.6, 411, 0, IB, V
466.6, 1874, 2, FS, V
466.6, 1882, 2, FS, V
466.6, 3339, 4, RS, V
466.6, 3405, 4, FS, V
466.6, 3570, 4, FS, IV
466.7, 3406, 4, FS, V
466.7, 3409, 4, FS, V
466.8, 3222, 4, RS, VI
466.8, 3464, 4, IB, V
466.9, 1298, 1, LTS, IV
467, 1512, 1, LTS, III
467, 3458, 4, IB, V
467.1, 1881, 2, FS, V
467.1, 3137, 4, RS, VI
467.1, 3393, 4, FS, V
467.2, 1875, 2, FS, V
467.2, 1890, 2, FS, V
467.2, 1901, 2, FS, V
467.2, 3161, 4, RS, VI
467.2, 3324, 4, RS, V
467.2, 3401, 4, FS, V
467.2, 3408, 4, FS, V
467.3, 3328, 4, RS, V
467.3, 3397, 4, FS, V
467.3, 3418, 4, FS, V
467.3, 3422, 4, FS, V
467.3, 3455, 4, IB, V
467.3, 3456, 4, IB, V
467.4, 3417, 4, FS, V
467.4, 3706, 4, RS, III
467.5, 1871, 2, FS, V
467.5, 3395, 4, FS, V
467.5, 3457, 4, IB, V
467.5, 3585, 4, LTS, IV
467.5, 3759, 4, RS, III
467.6, 1519, 1, LTS, III
467.6, 3321, 4, RS, V
467.6, 3453, 4, IB, V
467.6, 3753, 4, RS, III
467.7, 3249, 4, RS, VI
467.7, 3311, 4, LTS, VI
467.7, 3380, 4, RS, V
467.7, 3674, 4, RS, III
467.8, 1897, 2, FS, V
467.8, 3463, 4, IB, V
467.8, 3656, 4, RS, III
467.9, 270, 0, LTS, VI
467.9, 2657, 3, FS, V
467.9, 3067, 4, RS, VI
467.9, 3258, 4, RS, VI
467.9, 3279, 4, RS, VI
467.9, 3415, 4, FS, V
467.9, 3420, 4, FS, V
467.9, 3573, 4, LTS, IV
468, 3394, 4, FS, V
468, 3461, 4, IB, V
468, 3472, 4, IB, V
468.1, 3092, 4, RS, VI
468.1, 3108, 4, RS, VI
468.1, 3414, 4, FS, V
468.2, 3065, 4, RS, VI
468.2, 3657, 4, RS, III
468.3, 1904, 2, FS, V
468.3, 2648, 3, FS, V
468.3, 3262, 4, RS, VI
468.3, 3428, 4, FS, V
468.3, 3658, 4, RS, III
468.3, 3669, 4, RS, III
468.4, 3596, 4, RS, III
468.6, 3069, 4, RS, VI
468.6, 3305, 4, FS, VI
